"application","created_at","status","line_of_credit","annual_percentage_rate","is_fraud","address_type","line_1","line_2","city","state","zipcode","county","country","phone","phone_type","name","card","product","email","party","dob","account","id","id_type","ip","device"
"e236cdac-5e86-4972-bfc6-e3dbd2219947","2024-04-12 15:58:50.257553","APPROVED","6243.78","38.67","False","primary","4125 COBIA STREET","","PANAMA CITY","FL","32408","LIBERTY COUNTY","US","0753106956","mobile","EMILY SMITH","3449840661299865","319ef693-0e13-412e-94f3-a3e442a7380b","EMILY.SMITH@EMAIL.COM","f8a37e06-efa6-4e27-8836-48ad08db64c3","1983-05-13","694ae440-d146-486e-9e58-19ad104acdb7","23acf15d-030e-4e4e-997c-2f4c78dfe033","SOCIAL SECURITY NUMBER","192.163.1.1","fb1df0c1-55d8-416f-9071-45f4cc2dde99"
"c19cfe32-3766-4d5d-baa5-ec2b341ada2a","2024-04-12 15:58:50.268087","DISAPPROVE","2585.07","26.11","True","primary","3579 2ND AVENUE","","EDGEWATER","MD","21037","ALLEGANY COUNTY","US","2441448315","mobile","GABRIEL BROWN","5781390718769396","319ef693-0e13-412e-94f3-a3e442a7380b","GABRIEL.BROWN@EMAIL.COM","19849df4-7c3c-44f2-a446-4628dc02ce54","1983-05-11","942cec4e-9492-46a1-879e-df1b27e5d744","1dc14ac3-224c-47cb-8e5f-89d5ab437b57","DRIVER'S LICENSE","192.166.1.1","616e2735-f91e-4ef6-9694-7ba86e71ac98"
"90c3278e-1b86-4817-9424-896f4838eb0c","2024-04-12 15:58:50.277334","APPROVED","6966.18","17.94","False","primary","37 KENSINGTON STREET","","MANCHESTER","CT","06040","FAIRFIELD COUNTY","US","9224082241","landline","SAM JOHNSON","2489932400437804","51a36ad8-96fa-41fc-a2f1-6e0e39a126c9","SAM.JOHNSON@EMAIL.COM","b2f2fd17-7e01-4f00-9806-01255fcc6d6e","1983-05-14","3f7fe7dc-143c-495b-a3f2-d3049340babf","f7a96c2d-e9cc-41e9-9179-d67c51e1bf7c","DRIVER'S LICENSE","192.167.1.1","c736adcb-7d07-44ae-a7f4-d5838214f436"
"e95d929b-e47a-4e05-a146-92c9515ba1eb","2024-04-12 15:58:50.277441","DISAPPROVE","4933.44","19.4","True","mailing","3203 US HIGHWAY 98","A","MEXICO BEACH","FL","32456","LIBERTY COUNTY","US","1177622262","landline","GABRIEL JOHNSON","6122898704377807","51a36ad8-96fa-41fc-a2f1-6e0e39a126c9","GABRIEL.JOHNSON@EMAIL.COM","177dfe11-7036-4a45-a4fb-138be878b40b","1983-05-16","17c2072c-c434-4470-877a-514143f13216","52e31f1a-236d-4845-8b91-266cbceff7ef","SOCIAL SECURITY NUMBER","192.169.1.1","6f5fad0e-61d9-47c6-8ea3-a5f9d4799716"
"7516efe2-848c-419f-99f9-5d7ddd18cc40","2024-04-12 15:58:50.286816","APPROVED","777.38","37.17","False","primary","7952 SOUTH ALGONQUIAN WAY","","AURORA","CO","80016","ADAMS COUNTY","US","5965469048","mobile","BIANCA BROWN","8151762311986176","8a782dbd-4149-42ad-944e-e675d3bf1dc7","BIANCA.BROWN@EMAIL.COM","11807c1b-5d44-4d0e-9b96-80246e4ed251","1983-05-20","28bf5e74-c339-46c1-b4df-85cb2dd8dfc9","3606fc4d-51ff-435f-aced-60922c8b918a","DRIVER'S LICENSE","192.165.1.1","685b8d86-d1a9-4767-a3c9-cd7931a36217"
"9ef8d00b-3adf-425d-86ad-93f1a6f78b87","2024-04-12 15:58:50.296865","DISAPPROVE","455.5","19.98","True","mailing","3504 EAST 5TH STREET","","PANAMA CITY","FL","32401","LIBERTY COUNTY","US","5617511351","landline","VIVIAN JOHNSON","3622892321932011","84ed831d-70d0-4f13-8702-52f95e054d51","VIVIAN.JOHNSON@EMAIL.COM","91adf62d-ac75-45aa-bc5d-b4750e30e2b3","1983-05-16","aae6c3bb-b28d-4f52-899b-a27dd4e36281","92669309-d745-468d-b798-6e25e9c4ee41","SOCIAL SECURITY NUMBER","192.161.1.1","fe5c1c22-afda-427c-a412-a3ecde7446b9"
"d574c02f-afd6-4cbe-9265-0082e5603020","2024-04-12 15:58:50.306295","APPROVED","276.95","8.07","False","primary","5 YERXA ROAD","#2","CAMBRIDGE","MA","02140","BARNSTABLE COUNTY","US","6847944619","mobile","SAM SMITH","4262340513765375","51a36ad8-96fa-41fc-a2f1-6e0e39a126c9","SAM.SMITH@EMAIL.COM","b2f2fd17-7e01-4f00-9806-01255fcc6d6e","1983-05-13","be09b471-cb89-45c6-a400-5bafe9abd517","d4f2b28d-5fa5-47df-9d2d-63a7b7444619","PASSPORT","192.166.1.1","6d3dadda-a4fd-4f69-8e29-ca00a789cf8e"
"63ef3ef4-4489-4291-8d2f-adfed6689e63","2024-04-12 15:58:50.315845","PENDING","8222.53","21.16","False","primary","3871 GALACTICA DRIVE","","ANCHORAGE","AK","99517","ALEUTIANS EAST BOROUGH","US","5834733140","landline","PETER ANDERSON","6487891860864189","51a36ad8-96fa-41fc-a2f1-6e0e39a126c9","PETER.ANDERSON@EMAIL.COM","b2f2fd17-7e01-4f00-9806-01255fcc6d6e","1983-05-10","edb0cd40-c8fe-496f-8a44-7f8cb2c7e004","89ba258d-bb01-481d-a058-ee56e9609d3e","DRIVER'S LICENSE","192.165.1.1","e4a9eb23-0f1d-4fa0-922b-e3c011b8c1d3"
"5ecac49e-9bac-465c-aadd-86f48e8c7279","2024-04-12 15:58:50.325454","PENDING","4451.87","36.68","False","primary","6515 WEST POINSETTIA DRIVE","","GLENDALE","AZ","85304","APACHE COUNTY","US","8033910274","landline","GABRIEL MILLER","0289187478590411","8a782dbd-4149-42ad-944e-e675d3bf1dc7","GABRIEL.MILLER@EMAIL.COM","90577620-b3a6-4d9e-954f-43f8709da75a","1983-05-14","589c7ac8-3797-458b-a342-671d1b336f65","a5be6909-3e8d-42fc-9245-3a086a92be46","SOCIAL SECURITY NUMBER","192.167.1.1","e23d2e73-43f5-4b20-bf35-dbdedfa35e86"
"5aac8f4d-d564-41e6-b086-39ff996669be","2024-04-12 15:58:50.335101","APPROVED","6643.86","20.17","False","mailing","6311 WEST WAGONER ROAD","","GLENDALE","AZ","85308","APACHE COUNTY","US","9540003348","mobile","VIVIAN JOHNSON","2189922280047991","84ed831d-70d0-4f13-8702-52f95e054d51","VIVIAN.JOHNSON@EMAIL.COM","11807c1b-5d44-4d0e-9b96-80246e4ed251","1983-05-12","f736f037-b5bd-4ab8-9ecd-af82c86f8f23","4c8621d4-6047-4740-a6f8-1ce3baa294d4","PASSPORT","192.169.1.1","9b5d28e8-00f4-4c90-8caf-c105c21d0070"
